#BLTrackFile solenoid_cooling_channel
#x y z Px Py Pz t PDGid EvNum TrkId Parent weight
-5.844740 -8.474280 0 0.000000 0.000000 203.000000 778.698000 -13 1 1 0 1.000000
-0.212758 -13.156400 0 -8.684070 -4.337220 207.896000 778.559000 -13 2 1 0 1.000000
3.220530 -14.298600 0 -1.131330 -3.475180 191.823000 778.734000 -13 3 1 0 1.000000
-17.165100 -9.187850 0 29.378100 5.107100 199.392000 778.936000 -13 4 1 0 1.000000
4.177360 -9.065040 0 -4.737420 32.343900 216.145000 778.806000 -13 5 1 0 1.000000
8.619470 -15.271700 0 -14.973200 -18.127400 200.523000 778.642000 -13 6 1 0 1.000000
4.503230 -4.479140 0 -9.106970 12.906600 209.875000 778.493000 -13 7 1 0 1.000000
-6.427980 -19.783600 0 -4.566970 3.350010 199.344000 778.444000 -13 8 1 0 1.000000
-4.752600 -16.839900 0 -9.045970 4.309240 195.596000 778.913000 -13 9 1 0 1.000000
1.598680 -32.333400 0 -6.931390 -20.042500 209.055000 778.505000 -13 10 1 0 1.000000
4.178430 -1.340480 0 -1.960620 -26.910900 229.695000 778.853000 -13 11 1 0 1.000000
3.740410 -4.499890 0 -18.334200 0.278092 199.031000 778.716000 -13 12 1 0 1.000000
-20.108000 -17.659900 0 -13.354600 2.306470 191.503000 778.647000 -13 13 1 0 1.000000
-16.611700 -6.680050 0 -24.255800 13.381700 191.978000 778.677000 -13 14 1 0 1.000000
5.749010 -23.321000 0 4.515580 0.449693 218.198000 778.586000 -13 15 1 0 1.000000
3.029450 -13.329200 0 14.752700 -0.155530 196.281000 778.641000 -13 16 1 0 1.000000
2.303620 -18.879100 0 14.947600 -22.001400 211.914000 778.921000 -13 17 1 0 1.000000
10.200000 -24.263100 0 29.822900 -24.323000 192.905000 778.723000 -13 18 1 0 1.000000
-5.368020 -23.312700 0 -6.578550 5.168210 212.285000 778.819000 -13 19 1 0 1.000000
4.172970 -11.036300 0 -8.065590 -16.137200 203.075000 778.771000 -13 20 1 0 1.000000
7.589530 -24.008500 0 -20.685900 7.714660 211.493000 778.718000 -13 21 1 0 1.000000
-3.138060 1.650150 0 13.658700 3.560200 210.557000 778.925000 -13 22 1 0 1.000000
-1.573000 -16.289100 0 -8.557670 18.826400 182.894000 778.529000 -13 23 1 0 1.000000
-16.801800 6.644870 0 2.721170 -5.116150 217.468000 778.774000 -13 24 1 0 1.000000
-6.435070 -16.771300 0 -6.459160 -3.970150 223.969000 778.544000 -13 25 1 0 1.000000
-11.313600 -1.356340 0 28.486300 14.238500 200.088000 778.678000 -13 26 1 0 1.000000
8.169670 -17.808800 0 1.621640 -7.933980 195.358000 778.668000 -13 27 1 0 1.000000
-2.852620 1.073700 0 -2.948330 3.478890 221.128000 778.574000 -13 28 1 0 1.000000
1.992510 0.555166 0 -9.499420 6.992860 194.048000 778.666000 -13 29 1 0 1.000000
6.433290 -15.502200 0 12.694700 5.275610 187.358000 778.632000 -13 30 1 0 1.000000
-2.339670 -9.922750 0 -3.861870 6.957120 196.207000 778.612000 -13 31 1 0 1.000000
-12.181200 -31.485300 0 5.520150 10.800300 215.413000 778.608000 -13 32 1 0 1.000000
-29.085300 -9.909190 0 14.323500 5.893070 208.430000 778.772000 -13 33 1 0 1.000000
-3.416840 0.788874 0 10.959500 -0.339784 198.496000 778.435000 -13 34 1 0 1.000000
