#BLTrackFile solenoid_cooling_channel
#x y z Px Py Pz t PDGid EvNum TrkId Parent weight
-1.023070 -1.542230 0 0.000000 0.000000 195.000000 1793.780000 -13 1 1 0 1.000000
-2.683120 -0.856689 0 1.541130 -2.167060 197.826000 1793.810000 -13 2 1 0 1.000000
-1.606740 0.111980 0 -6.794570 1.409150 196.507000 1793.850000 -13 3 1 0 1.000000
0.788508 1.270520 0 8.086160 5.839180 188.871000 1793.760000 -13 4 1 0 1.000000
-0.467264 -3.808380 0 8.365460 7.339320 194.603000 1793.910000 -13 5 1 0 1.000000
0.174850 0.090135 0 24.065000 -8.926880 186.693000 1793.860000 -13 6 1 0 1.000000
-1.628220 0.746579 0 -2.543600 -2.148580 192.256000 1793.830000 -13 7 1 0 1.000000
1.323150 -2.382840 0 -1.796810 -9.901070 189.574000 1793.830000 -13 8 1 0 1.000000
-0.963269 -2.409220 0 8.273180 13.895100 200.574000 1793.850000 -13 9 1 0 1.000000
-2.011760 -4.978110 0 -13.404800 -5.242110 184.478000 1793.740000 -13 10 1 0 1.000000
-1.516250 -2.198570 0 10.341000 -15.285500 202.797000 1793.640000 -13 11 1 0 1.000000
1.491180 -0.114785 0 -5.961240 9.425050 193.516000 1793.940000 -13 12 1 0 1.000000
-0.539882 -1.953290 0 -10.422800 19.081400 198.607000 1793.870000 -13 13 1 0 1.000000
-2.052640 -3.030950 0 11.903500 -0.145469 196.034000 1793.810000 -13 14 1 0 1.000000
-0.898072 0.796587 0 -9.202390 -7.247690 178.888000 1793.840000 -13 15 1 0 1.000000
-1.678320 -2.073110 0 -12.390200 12.381100 195.675000 1793.860000 -13 16 1 0 1.000000
-3.521300 1.805740 0 -3.391370 -4.152600 191.948000 1793.830000 -13 17 1 0 1.000000
-0.631199 -0.882952 0 -13.413900 -12.094600 187.429000 1793.770000 -13 18 1 0 1.000000
-3.524330 -3.940900 0 0.889816 -18.843300 191.774000 1793.840000 -13 19 1 0 1.000000
-0.341964 -1.170980 0 -10.787100 9.523100 185.307000 1793.770000 -13 20 1 0 1.000000
0.100973 -0.538993 0 -16.498400 10.163400 201.684000 1793.860000 -13 21 1 0 1.000000
-0.520586 1.040790 0 -0.039188 4.435420 184.674000 1793.700000 -13 22 1 0 1.000000
0.397206 -0.847887 0 -6.254730 9.418130 180.892000 1793.790000 -13 23 1 0 1.000000
1.855830 -1.823760 0 -2.211150 -0.118126 189.669000 1793.850000 -13 24 1 0 1.000000
0.047211 -2.277220 0 3.281820 4.168790 184.002000 1793.810000 -13 25 1 0 1.000000
-2.231250 0.496345 0 -1.680060 10.345300 193.302000 1793.880000 -13 26 1 0 1.000000
-1.240380 -4.321020 0 2.104010 -10.214200 189.412000 1793.870000 -13 27 1 0 1.000000
-0.748893 -3.151160 0 0.380318 17.127600 213.651000 1793.800000 -13 28 1 0 1.000000
-0.580192 -2.659390 0 -1.575230 4.405060 200.134000 1793.710000 -13 29 1 0 1.000000
-0.184419 -2.911230 0 -10.856400 10.130200 198.020000 1793.850000 -13 30 1 0 1.000000
-3.028200 -0.988930 0 -1.015840 -4.741790 195.226000 1793.590000 -13 31 1 0 1.000000
1.084750 -2.810650 0 -6.444740 15.363800 195.724000 1794.000000 -13 32 1 0 1.000000
-3.268610 -0.168952 0 1.527610 -9.079100 194.683000 1793.830000 -13 33 1 0 1.000000
-1.942200 -1.015120 0 -3.373820 7.800420 185.678000 1793.800000 -13 34 1 0 1.000000
-0.553353 0.549764 0 -1.487670 -12.034600 198.749000 1793.930000 -13 35 1 0 1.000000
-0.456900 -3.989430 0 -24.223500 -7.877630 201.065000 1793.620000 -13 36 1 0 1.000000
-0.139680 -0.452097 0 -4.272330 3.918560 189.745000 1793.660000 -13 37 1 0 1.000000
-4.232400 0.630510 0 13.087200 -12.059300 204.662000 1793.840000 -13 38 1 0 1.000000
1.802060 -0.093391 0 -3.064360 -13.233300 190.693000 1793.840000 -13 39 1 0 1.000000
-4.252960 -1.415830 0 -7.425560 -22.864100 191.906000 1793.780000 -13 40 1 0 1.000000
2.087510 -3.652060 0 9.545810 7.965490 183.677000 1793.770000 -13 41 1 0 1.000000
2.435680 -2.225510 0 -19.466900 8.068930 183.397000 1793.740000 -13 42 1 0 1.000000
-3.224590 -1.564400 0 4.649590 -4.010200 199.457000 1793.940000 -13 43 1 0 1.000000
-0.903380 -1.307800 0 -1.041690 -21.161100 196.003000 1793.840000 -13 44 1 0 1.000000
-0.792902 -1.774010 0 1.616220 4.642780 199.916000 1793.880000 -13 45 1 0 1.000000
-1.668700 1.962070 0 -2.373680 -12.689800 206.448000 1793.830000 -13 46 1 0 1.000000
-1.027350 -1.993570 0 -5.059450 13.958300 185.262000 1793.890000 -13 47 1 0 1.000000
0.578778 -2.830820 0 -18.966000 -4.158240 201.139000 1793.800000 -13 48 1 0 1.000000
2.175500 -1.377780 0 -11.199900 -1.920720 193.826000 1793.800000 -13 49 1 0 1.000000
0.313241 -1.655010 0 -23.379900 1.060210 182.382000 1793.780000 -13 50 1 0 1.000000
