#NTuple/Z0
#Units are ns, meters, GeV/c, Tesla, and V/m
#IEVT IPNUM IPTYP IPFLG JSRG T X Y Z Px Py Pz Bx By Bz Weight Ex Ey Ez SARC POLx POLy POLz
58 1 2 0 1 4.40335e-07 0.0144508 5.55447e-05 0 0.00304597 -0.0104206 0.221474 -0.221648 0.227766 -1.20431e-05 1.0000 0 0 0 0   0 0 0
59 1 2 0 1 4.40401e-07 0.000176636 -0.012595 0 0.0143434 -0.00946052 0.213996 -0.00270874 0.422075 0.00271014 1.0000 0 0 0 0   0 0 0
60 1 2 0 1 4.40435e-07 -0.0467778 0.0500699 0 0.00822286 0.00179094 0.222671 0.737881 -0.556473 -0.00952813 1.0000 0 0 0 0   0 0 0
61 1 2 0 1 4.40221e-07 -1.24945e-05 -0.014834 0 -0.000622692 0.00493843 0.22838 0.000191657 0.456591 0.00318219 1.0000 0 0 0 0   0 0 0
62 1 2 0 1 4.40586e-07 -0.0585841 0.00601713 0 0.00263983 -0.00081694 0.211569 0.917284 0.134476 -0.00130246 1.0000 0 0 0 0   0 0 0
63 1 2 0 1 4.40237e-07 -0.00167439 -0.0425497 0 0.0034617 -0.00557191 0.23086 0.0259458 0.891403 0.00841146 1.0000 0 0 0 0   0 0 0
64 1 2 0 1 4.40437e-07 0.00845285 -0.0203328 0 -0.00599813 0.00520857 0.199666 -0.129905 0.541902 0.00432038 1.0000 0 0 0 0   0 0 0
65 1 2 0 1 4.39962e-07 -0.00486425 0.0117514 0 0.000689132 0.0135704 0.194594 0.0745952 0.0486761 -0.00253106 1.0000 0 0 0 0   0 0 0
66 1 2 0 1 4.40268e-07 0.00858201 0.00337258 0 -0.0215966 -0.00585458 0.203271 -0.131555 0.176942 -0.000730903 1.0000 0 0 0 0   0 0 0
67 1 2 0 1 4.40211e-07 0.00174342 -0.0259714 0 -0.0159786 0.00447821 0.198975 -0.026826 0.629551 0.00544663 1.0000 0 0 0 0   0 0 0
68 1 2 0 1 4.40229e-07 -0.0121063 -0.0131811 0 -9.44999e-05 -0.0217852 0.19121 0.185817 0.431272 0.002834 1.0000 0 0 0 0   0 0 0
69 1 2 0 1 4.40345e-07 0.0276667 0.00958351 0 0.0202707 0.010442 0.22367 -0.426139 0.0811872 -0.00206879 1.0000 0 0 0 0   0 0 0
70 1 2 0 1 4.40372e-07 -0.00391085 0.018626 0 -0.00568255 -0.00434822 0.206567 0.0600462 -0.0566836 -0.00397072 1.0000 0 0 0 0   0 0 0
71 1 2 0 1 4.4026e-07 0.00920553 -0.019124 0 -0.00870165 -0.019666 0.203309 -0.14144 0.523166 0.00407313 1.0000 0 0 0 0   0 0 0
72 1 2 0 1 4.403e-07 -0.00135506 -0.0226859 0 0.00950602 -0.000324779 0.201569 0.0208287 0.578325 0.00479619 1.0000 0 0 0 0   0 0 0
73 1 2 0 1 4.40285e-07 0.0102722 -0.0107797 0 -0.0102435 0.0227847 0.210877 -0.15757 0.3942 0.00232423 1.0000 0 0 0 0   0 0 0
74 1 2 0 1 4.40469e-07 -0.00617608 0.010331 0 -0.000611161 -0.0175006 0.198062 0.0947066 0.0704074 -0.00222857 1.0000 0 0 0 0   0 0 0
75 1 2 0 1 4.40501e-07 -0.000295474 -0.0122691 0 -0.0164417 0.00407154 0.200118 0.00453103 0.417056 0.00264095 1.0000 0 0 0 0   0 0 0
76 1 2 0 1 4.40294e-07 -0.000397194 0.00344995 0 0.00656666 -0.00761919 0.188524 0.00608684 0.175772 -0.000747656 1.0000 0 0 0 0   0 0 0
77 1 2 0 1 4.4047e-07 -0.0102978 -0.0158605 0 0.006336 -0.00332925 0.201992 0.158103 0.472617 0.00339707 1.0000 0 0 0 0   0 0 0
78 1 2 0 1 4.40434e-07 0.0209759 -0.00165946 0 -0.010016 -0.0180915 0.19594 -0.322271 0.254119 0.000359785 1.0000 0 0 0 0   0 0 0
79 1 2 0 1 4.40337e-07 -0.00476051 0.00821136 0 0.00282979 0.000236422 0.199195 0.0729765 0.102874 -0.00177469 1.0000 0 0 0 0   0 0 0
