#BLTrackFile solenoid_cooling_channel
#x y z Px Py Pz t PDGid EvNum TrkId Parent weight
-1.241960 -1.714080 0 0.000000 0.000000 199.000000 1639.900000 -13 1 1 0 1.000000
-0.051168 -0.450674 0 -7.272810 -4.624960 202.220000 1639.920000 -13 2 1 0 1.000000
1.423220 -2.092970 0 -2.279840 10.951200 194.705000 1639.980000 -13 3 1 0 1.000000
-4.764550 1.128730 0 -7.877920 -31.660200 202.736000 1640.040000 -13 4 1 0 1.000000
-1.972970 -3.600950 0 1.219860 1.248820 201.626000 1639.900000 -13 5 1 0 1.000000
-1.773450 -1.957230 0 -2.876880 17.964700 213.684000 1639.930000 -13 6 1 0 1.000000
0.722459 -0.754452 0 14.090500 0.000852 189.597000 1639.880000 -13 7 1 0 1.000000
-2.456810 3.151860 0 -18.891400 1.510970 193.612000 1639.800000 -13 8 1 0 1.000000
-1.458770 -9.001990 0 8.851750 0.565379 205.027000 1639.850000 -13 9 1 0 1.000000
3.557870 3.069230 0 8.447720 -21.398900 192.187000 1639.960000 -13 10 1 0 1.000000
-2.459960 -1.811350 0 -8.221370 -16.028200 209.562000 1639.940000 -13 11 1 0 1.000000
-0.736560 -0.511366 0 20.804600 3.671280 204.479000 1639.800000 -13 12 1 0 1.000000
-0.005051 -0.782858 0 0.063312 -2.556170 192.816000 1639.950000 -13 13 1 0 1.000000
-0.440415 -1.370150 0 -5.727760 1.075950 192.945000 1639.880000 -13 14 1 0 1.000000
-4.388200 0.090689 0 -12.811500 10.985900 215.873000 1639.820000 -13 15 1 0 1.000000
0.339094 -4.990320 0 2.896190 13.463600 204.630000 1639.890000 -13 16 1 0 1.000000
-1.223220 -5.848110 0 -7.812080 18.664100 216.459000 1639.990000 -13 17 1 0 1.000000
-3.163970 -1.943510 0 4.313440 -0.305075 196.243000 1640.080000 -13 18 1 0 1.000000
0.268758 -3.202150 0 11.736200 -20.932700 218.591000 1639.820000 -13 19 1 0 1.000000
-4.821490 -2.495990 0 16.087500 6.233840 188.624000 1640.010000 -13 20 1 0 1.000000
-0.560576 1.343690 0 0.459040 11.528500 186.528000 1640.040000 -13 21 1 0 1.000000
-0.589571 -1.719640 0 -1.116790 -8.520880 188.484000 1639.840000 -13 22 1 0 1.000000
-1.018840 -1.937020 0 -17.955700 12.110700 220.613000 1639.860000 -13 23 1 0 1.000000
-2.897700 -3.506090 0 -19.736000 -27.038200 205.447000 1639.950000 -13 24 1 0 1.000000
-7.948160 -6.858380 0 4.158230 -0.255991 205.867000 1639.920000 -13 25 1 0 1.000000
-1.135640 1.943470 0 16.176300 -10.749300 191.388000 1639.940000 -13 26 1 0 1.000000
-0.510650 -3.547370 0 18.200500 23.559300 199.846000 1639.850000 -13 27 1 0 1.000000
-5.497050 -5.356320 0 -15.764200 8.028780 216.912000 1639.910000 -13 28 1 0 1.000000
-1.841750 -1.991620 0 -11.720600 20.633600 209.714000 1639.920000 -13 29 1 0 1.000000
-3.063210 0.034740 0 0.402174 -14.049300 209.130000 1639.820000 -13 30 1 0 1.000000
-1.432870 -1.063130 0 -4.130020 -3.620870 188.686000 1639.870000 -13 31 1 0 1.000000
-1.718950 -0.885797 0 2.881830 -4.966600 190.771000 1639.870000 -13 32 1 0 1.000000
-3.144330 -4.716860 0 4.549630 -2.609490 196.594000 1640.050000 -13 33 1 0 1.000000
2.211710 -3.219210 0 -4.732490 7.102130 192.285000 1639.790000 -13 34 1 0 1.000000
-3.721340 0.403391 0 1.641200 -6.229920 203.914000 1640.060000 -13 35 1 0 1.000000
2.558930 -0.651949 0 -28.589800 -18.274200 192.955000 1639.990000 -13 36 1 0 1.000000
-3.552150 -3.452340 0 -15.112100 2.701520 207.111000 1639.840000 -13 37 1 0 1.000000
-0.817833 -2.111210 0 14.912400 -9.458270 187.453000 1639.980000 -13 38 1 0 1.000000
