#BLTrackFile solenoid_cooling_channel
#x y z Px Py Pz t PDGid EvNum TrkId Parent weight
-1.686440 -2.261040 0 0.000000 0.000000 203.000000 1492.610000 -13 1 1 0 1.000000
-1.527130 -3.098680 0 -7.132780 -0.653643 209.667000 1492.610000 -13 2 1 0 1.000000
-2.372410 -5.462800 0 3.156790 10.938200 211.073000 1492.630000 -13 3 1 0 1.000000
-2.247620 1.365570 0 -13.181400 8.373680 209.550000 1492.680000 -13 4 1 0 1.000000
2.294030 -3.294180 0 20.971000 4.972990 199.489000 1492.780000 -13 5 1 0 1.000000
-2.238680 -1.030690 0 28.872100 31.891800 219.047000 1492.620000 -13 6 1 0 1.000000
0.716127 -7.011860 0 -5.549050 26.023100 211.513000 1492.730000 -13 7 1 0 1.000000
-4.808360 -1.384110 0 -14.954500 12.795400 192.329000 1492.710000 -13 8 1 0 1.000000
-4.165120 0.535316 0 -7.904470 -0.188426 183.508000 1492.500000 -13 9 1 0 1.000000
-5.815880 -3.636280 0 4.359830 -26.001900 219.603000 1492.550000 -13 10 1 0 1.000000
-5.139100 -3.420030 0 8.466350 -3.853540 216.999000 1492.660000 -13 11 1 0 1.000000
1.206500 -1.174230 0 -11.055100 9.829160 211.979000 1492.690000 -13 12 1 0 1.000000
0.320052 -0.026060 0 11.711000 21.566600 196.063000 1492.620000 -13 13 1 0 1.000000
1.928200 5.491660 0 5.456250 -3.240840 195.446000 1492.630000 -13 14 1 0 1.000000
-1.944130 0.329844 0 -19.003700 3.356410 214.473000 1492.620000 -13 15 1 0 1.000000
4.199040 -1.013500 0 -14.823300 -17.885500 218.497000 1492.620000 -13 16 1 0 1.000000
-4.950020 -3.380480 0 -15.614200 17.687900 197.400000 1492.530000 -13 17 1 0 1.000000
-2.115070 -5.263330 0 8.640480 -1.545930 201.432000 1492.800000 -13 18 1 0 1.000000
-2.007000 -0.116624 0 2.833480 -9.776180 215.078000 1492.750000 -13 19 1 0 1.000000
-3.448660 -15.879600 0 6.366070 -13.739600 202.329000 1492.630000 -13 20 1 0 1.000000
-1.816230 -3.499440 0 1.408270 -10.362300 201.948000 1492.840000 -13 21 1 0 1.000000
-5.975370 -2.243360 0 -10.731500 -9.531800 212.287000 1492.720000 -13 22 1 0 1.000000
-5.577040 0.920349 0 -0.900236 3.823660 212.649000 1492.480000 -13 23 1 0 1.000000
-1.305140 -4.861800 0 11.042400 4.381460 202.687000 1492.510000 -13 24 1 0 1.000000
-1.950910 -4.324550 0 30.481000 6.601730 215.638000 1492.540000 -13 25 1 0 1.000000
-4.951450 -2.935870 0 6.184530 0.321433 198.760000 1492.590000 -13 26 1 0 1.000000
-5.095570 -0.313153 0 2.829150 -4.034930 194.371000 1492.730000 -13 27 1 0 1.000000
-3.489820 -7.352950 0 3.817670 -3.755160 196.620000 1492.660000 -13 28 1 0 1.000000
-0.232719 -0.591094 0 2.670040 1.529750 192.099000 1492.400000 -13 29 1 0 1.000000
-7.375500 2.739350 0 -4.501720 -14.757100 210.241000 1492.750000 -13 30 1 0 1.000000
-2.600030 -5.503910 0 21.263500 -3.183980 190.865000 1492.720000 -13 31 1 0 1.000000
-2.147990 3.459570 0 10.096600 9.269770 209.443000 1492.580000 -13 32 1 0 1.000000
0.261987 -2.902900 0 19.750100 24.452500 185.996000 1492.710000 -13 33 1 0 1.000000
-2.035790 -7.493150 0 -2.181600 -5.538020 193.579000 1492.670000 -13 34 1 0 1.000000
1.164750 -0.265314 0 29.467500 3.459280 213.212000 1492.700000 -13 35 1 0 1.000000
-1.893400 -6.671640 0 4.781400 11.126000 200.289000 1492.690000 -13 36 1 0 1.000000
-5.813590 -5.814610 0 4.021390 6.349390 197.410000 1492.770000 -13 37 1 0 1.000000
-4.472260 -4.936620 0 -0.305372 21.801900 200.175000 1492.740000 -13 38 1 0 1.000000
-3.428920 -4.143340 0 8.857260 -1.062080 211.530000 1492.580000 -13 39 1 0 1.000000
-4.360420 -3.883160 0 -0.814525 -24.739200 204.695000 1492.760000 -13 40 1 0 1.000000
3.689000 -3.825030 0 9.619940 14.540600 206.247000 1492.690000 -13 41 1 0 1.000000
-9.816940 -2.387090 0 3.894050 -15.044000 212.942000 1492.670000 -13 42 1 0 1.000000
0.395884 -3.886040 0 17.772000 -3.444480 198.855000 1492.740000 -13 43 1 0 1.000000
2.106320 -2.670200 0 16.210000 -16.784000 205.773000 1492.760000 -13 44 1 0 1.000000
-5.180150 -6.196860 0 26.147100 -15.322900 217.422000 1492.770000 -13 45 1 0 1.000000
-0.707208 -8.362460 0 34.934100 -32.611300 216.221000 1492.580000 -13 46 1 0 1.000000
-0.537270 -5.481400 0 -21.755900 10.716300 193.112000 1492.560000 -13 47 1 0 1.000000
-1.867010 -1.881520 0 9.573060 -20.178700 224.104000 1492.680000 -13 48 1 0 1.000000
0.277951 4.108760 0 -11.264800 8.310930 211.945000 1492.630000 -13 49 1 0 1.000000
-0.810931 -2.563160 0 21.774900 6.334760 192.513000 1492.810000 -13 50 1 0 1.000000
-1.404570 3.162850 0 -3.396220 -7.601780 226.521000 1492.600000 -13 51 1 0 1.000000
-1.962150 1.948910 0 -15.952800 -2.633650 225.113000 1492.550000 -13 52 1 0 1.000000
-4.218140 -0.449387 0 -25.296700 -8.515320 188.399000 1492.610000 -13 53 1 0 1.000000
-4.273610 1.292620 0 14.638400 -2.057900 220.883000 1492.710000 -13 54 1 0 1.000000
-0.326499 -3.188870 0 -16.280900 -4.462160 212.986000 1492.570000 -13 55 1 0 1.000000
1.580750 -3.954650 0 -9.260720 4.253820 215.572000 1492.670000 -13 56 1 0 1.000000
-4.499260 5.504960 0 -3.928780 -14.977400 210.266000 1492.480000 -13 57 1 0 1.000000
-1.783860 -3.186630 0 0.839000 -1.472200 183.472000 1492.660000 -13 58 1 0 1.000000
-3.342310 -7.390670 0 6.028690 -23.708300 203.457000 1492.760000 -13 59 1 0 1.000000
1.112270 1.238890 0 2.409340 11.232000 200.187000 1492.520000 -13 60 1 0 1.000000
-4.455560 -8.999570 0 5.501280 -5.296480 210.052000 1492.480000 -13 61 1 0 1.000000
-0.212541 -1.129360 0 -3.040230 25.685600 208.444000 1492.650000 -13 62 1 0 1.000000
-0.054973 -2.512940 0 15.997000 8.534860 207.457000 1492.560000 -13 63 1 0 1.000000
-0.815458 -1.275400 0 12.000300 13.848500 209.374000 1492.500000 -13 64 1 0 1.000000
1.218440 0.070776 0 -0.936234 -12.197400 196.223000 1492.690000 -13 65 1 0 1.000000
-1.614660 -2.983970 0 -2.865910 -1.635020 200.048000 1492.780000 -13 66 1 0 1.000000
-5.803240 -6.213840 0 33.167400 18.011300 226.070000 1492.630000 -13 67 1 0 1.000000
-7.149850 -1.211770 0 -1.436790 -7.149780 214.513000 1492.670000 -13 68 1 0 1.000000
0.105378 1.472520 0 -0.398210 5.570040 205.955000 1492.550000 -13 69 1 0 1.000000
1.308020 -3.166630 0 11.822200 1.373240 199.725000 1492.540000 -13 70 1 0 1.000000
-5.608340 -1.930300 0 12.573500 -13.391500 194.183000 1492.680000 -13 71 1 0 1.000000
-5.221430 -0.883774 0 -0.532504 -12.542400 207.249000 1492.510000 -13 72 1 0 1.000000
-5.912640 -5.509760 0 -12.602800 9.036630 211.132000 1492.610000 -13 73 1 0 1.000000
-6.219180 0.931796 0 -5.823660 -11.853100 183.434000 1492.630000 -13 74 1 0 1.000000
-7.038700 4.336680 0 -16.111500 28.597800 201.527000 1492.490000 -13 75 1 0 1.000000
-6.534040 -2.761200 0 -2.912820 0.734700 198.517000 1492.650000 -13 76 1 0 1.000000
1.149700 -1.424760 0 5.344110 7.379900 202.583000 1492.840000 -13 77 1 0 1.000000
